ID,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,CNT_FAM_MEMBERS,STATUS,customer_category,risk_score,credit_decision
5008806,112500.0,Working,2.0,X,Good Customer,60,APPROVE
5008806,112500.0,Working,2.0,0,Good Customer,60,APPROVE
5008806,112500.0,Working,2.0,0,Good Customer,60,APPROVE
5008806,112500.0,Working,2.0,X,Good Customer,60,APPROVE
5008806,112500.0,Working,2.0,0,Good Customer,60,APPROVE
5008806,112500.0,Working,2.0,X,Good Customer,60,APPROVE
5008806,112500.0,Working,2.0,0,Good Customer,60,APPROVE
5008806,112500.0,Working,2.0,X,Good Customer,60,APPROVE
5008806,112500.0,Working,2.0,X,Good Customer,60,APPROVE
5008806,112500.0,Working,2.0,X,Good Customer,60,APPROVE
5008806,112500.0,Working,2.0,X,Good Customer,60,APPROVE
5008806,112500.0,Working,2.0,X,Good Customer,60,APPROVE
5008806,112500.0,Working,2.0,X,Good Customer,60,APPROVE
5008806,112500.0,Working,2.0,0,Good Customer,60,APPROVE
5008806,112500.0,Working,2.0,X,Good Customer,60,APPROVE
5008806,112500.0,Working,2.0,X,Good Customer,60,APPROVE
5008806,112500.0,Working,2.0,X,Good Customer,60,APPROVE
5008806,112500.0,Working,2.0,0,Good Customer,60,APPROVE
5008806,112500.0,Working,2.0,X,Good Customer,60,APPROVE
5008806,112500.0,Working,2.0,X,Good Customer,60,APPROVE
5008806,112500.0,Working,2.0,X,Good Customer,60,APPROVE
5008806,112500.0,Working,2.0,0,Good Customer,60,APPROVE
5008806,112500.0,Working,2.0,X,Good Customer,60,APPROVE
5008808,270000.0,Commercial associate,1.0,0,Good Customer,80,APPROVE
5008808,270000.0,Commercial associate,1.0,X,Good Customer,80,APPROVE
5008808,270000.0,Commercial associate,1.0,0,Good Customer,80,APPROVE
5008808,270000.0,Commercial associate,1.0,X,Good Customer,80,APPROVE
5008808,270000.0,Commercial associate,1.0,X,Good Customer,80,APPROVE
5008809,270000.0,Commercial associate,1.0,X,Good Customer,80,APPROVE
5008809,270000.0,Commercial associate,1.0,X,Good Customer,80,APPROVE
5008809,270000.0,Commercial associate,1.0,X,Good Customer,80,APPROVE
5008809,270000.0,Commercial associate,1.0,X,Good Customer,80,APPROVE
5008809,270000.0,Commercial associate,1.0,X,Good Customer,80,APPROVE
5008810,270000.0,Commercial associate,1.0,C,Good Customer,80,APPROVE
5008810,270000.0,Commercial associate,1.0,C,Good Customer,80,APPROVE
5008810,270000.0,Commercial associate,1.0,C,Good Customer,80,APPROVE
5008810,270000.0,Commercial associate,1.0,C,Good Customer,80,APPROVE
5008810,270000.0,Commercial associate,1.0,C,Good Customer,80,APPROVE
5008810,270000.0,Commercial associate,1.0,C,Good Customer,80,APPROVE
5008810,270000.0,Commercial associate,1.0,C,Good Customer,80,APPROVE
5008810,270000.0,Commercial associate,1.0,C,Good Customer,80,APPROVE
5008810,270000.0,Commercial associate,1.0,C,Good Customer,80,APPROVE
5008810,270000.0,Commercial associate,1.0,C,Good Customer,80,APPROVE
5008810,270000.0,Commercial associate,1.0,C,Good Customer,80,APPROVE
5008810,270000.0,Commercial associate,1.0,C,Good Customer,80,APPROVE
5008810,270000.0,Commercial associate,1.0,C,Good Customer,80,APPROVE
5008810,270000.0,Commercial associate,1.0,C,Good Customer,80,APPROVE
5008810,270000.0,Commercial associate,1.0,C,Good Customer,80,APPROVE
5008810,270000.0,Commercial associate,1.0,X,Good Customer,80,APPROVE
5008810,270000.0,Commercial associate,1.0,0,Good Customer,80,APPROVE
5008810,270000.0,Commercial associate,1.0,X,Good Customer,80,APPROVE
5008810,270000.0,Commercial associate,1.0,0,Good Customer,80,APPROVE
5008810,270000.0,Commercial associate,1.0,X,Good Customer,80,APPROVE
5008810,270000.0,Commercial associate,1.0,0,Good Customer,80,APPROVE
5008810,270000.0,Commercial associate,1.0,0,Good Customer,80,APPROVE
5008810,270000.0,Commercial associate,1.0,0,Good Customer,80,APPROVE
5008810,270000.0,Commercial associate,1.0,X,Good Customer,80,APPROVE
5008810,270000.0,Commercial associate,1.0,0,Good Customer,80,APPROVE
5008810,270000.0,Commercial associate,1.0,X,Good Customer,80,APPROVE
5008810,270000.0,Commercial associate,1.0,X,Good Customer,80,APPROVE
5008811,270000.0,Commercial associate,1.0,C,Good Customer,80,APPROVE
5008811,270000.0,Commercial associate,1.0,C,Good Customer,80,APPROVE
5008811,270000.0,Commercial associate,1.0,C,Good Customer,80,APPROVE
5008811,270000.0,Commercial associate,1.0,C,Good Customer,80,APPROVE
5008811,270000.0,Commercial associate,1.0,C,Good Customer,80,APPROVE
5008811,270000.0,Commercial associate,1.0,C,Good Customer,80,APPROVE
5008811,270000.0,Commercial associate,1.0,C,Good Customer,80,APPROVE
5008811,270000.0,Commercial associate,1.0,C,Good Customer,80,APPROVE
5008811,270000.0,Commercial associate,1.0,C,Good Customer,80,APPROVE
5008811,270000.0,Commercial associate,1.0,C,Good Customer,80,APPROVE
5008811,270000.0,Commercial associate,1.0,C,Good Customer,80,APPROVE
5008811,270000.0,Commercial associate,1.0,C,Good Customer,80,APPROVE
5008811,270000.0,Commercial associate,1.0,C,Good Customer,80,APPROVE
5008811,270000.0,Commercial associate,1.0,C,Good Customer,80,APPROVE
5008811,270000.0,Commercial associate,1.0,C,Good Customer,80,APPROVE
5008811,270000.0,Commercial associate,1.0,C,Good Customer,80,APPROVE
5008811,270000.0,Commercial associate,1.0,C,Good Customer,80,APPROVE
5008811,270000.0,Commercial associate,1.0,C,Good Customer,80,APPROVE
5008811,270000.0,Commercial associate,1.0,C,Good Customer,80,APPROVE
5008811,270000.0,Commercial associate,1.0,C,Good Customer,80,APPROVE
5008811,270000.0,Commercial associate,1.0,C,Good Customer,80,APPROVE
5008811,270000.0,Commercial associate,1.0,C,Good Customer,80,APPROVE
5008811,270000.0,Commercial associate,1.0,C,Good Customer,80,APPROVE
5008811,270000.0,Commercial associate,1.0,C,Good Customer,80,APPROVE
5008811,270000.0,Commercial associate,1.0,C,Good Customer,80,APPROVE
5008811,270000.0,Commercial associate,1.0,C,Good Customer,80,APPROVE
5008811,270000.0,Commercial associate,1.0,C,Good Customer,80,APPROVE
5008811,270000.0,Commercial associate,1.0,X,Good Customer,80,APPROVE
5008811,270000.0,Commercial associate,1.0,0,Good Customer,80,APPROVE
5008811,270000.0,Commercial associate,1.0,X,Good Customer,80,APPROVE
5008811,270000.0,Commercial associate,1.0,0,Good Customer,80,APPROVE
5008811,270000.0,Commercial associate,1.0,X,Good Customer,80,APPROVE
5008811,270000.0,Commercial associate,1.0,0,Good Customer,80,APPROVE
5008811,270000.0,Commercial associate,1.0,0,Good Customer,80,APPROVE
5008811,270000.0,Commercial associate,1.0,0,Good Customer,80,APPROVE
5008811,270000.0,Commercial associate,1.0,X,Good Customer,80,APPROVE
5008811,270000.0,Commercial associate,1.0,0,Good Customer,80,APPROVE
5008811,270000.0,Commercial associate,1.0,X,Good Customer,80,APPROVE
5008811,270000.0,Commercial associate,1.0,X,Good Customer,80,APPROVE
5008812,283500.0,Pensioner,1.0,0,Good Customer,80,APPROVE
5008812,283500.0,Pensioner,1.0,X,Good Customer,80,APPROVE
5008812,283500.0,Pensioner,1.0,X,Good Customer,80,APPROVE
5008812,283500.0,Pensioner,1.0,0,Good Customer,80,APPROVE
5008812,283500.0,Pensioner,1.0,0,Good Customer,80,APPROVE
5008812,283500.0,Pensioner,1.0,0,Good Customer,80,APPROVE
5008812,283500.0,Pensioner,1.0,0,Good Customer,80,APPROVE
5008812,283500.0,Pensioner,1.0,0,Good Customer,80,APPROVE
5008812,283500.0,Pensioner,1.0,0,Good Customer,80,APPROVE
5008812,283500.0,Pensioner,1.0,0,Good Customer,80,APPROVE
5008812,283500.0,Pensioner,1.0,0,Good Customer,80,APPROVE
5008812,283500.0,Pensioner,1.0,0,Good Customer,80,APPROVE
5008812,283500.0,Pensioner,1.0,0,Good Customer,80,APPROVE
5008812,283500.0,Pensioner,1.0,0,Good Customer,80,APPROVE
5008812,283500.0,Pensioner,1.0,0,Good Customer,80,APPROVE
5008812,283500.0,Pensioner,1.0,0,Good Customer,80,APPROVE
5008812,283500.0,Pensioner,1.0,X,Good Customer,80,APPROVE
5008813,283500.0,Pensioner,1.0,0,Good Customer,80,APPROVE
5008813,283500.0,Pensioner,1.0,X,Good Customer,80,APPROVE
5008813,283500.0,Pensioner,1.0,X,Good Customer,80,APPROVE
5008813,283500.0,Pensioner,1.0,0,Good Customer,80,APPROVE
5008813,283500.0,Pensioner,1.0,0,Good Customer,80,APPROVE
5008813,283500.0,Pensioner,1.0,0,Good Customer,80,APPROVE
5008813,283500.0,Pensioner,1.0,0,Good Customer,80,APPROVE
5008813,283500.0,Pensioner,1.0,0,Good Customer,80,APPROVE
5008813,283500.0,Pensioner,1.0,0,Good Customer,80,APPROVE
5008813,283500.0,Pensioner,1.0,0,Good Customer,80,APPROVE
5008813,283500.0,Pensioner,1.0,0,Good Customer,80,APPROVE
5008813,283500.0,Pensioner,1.0,0,Good Customer,80,APPROVE
5008813,283500.0,Pensioner,1.0,0,Good Customer,80,APPROVE
5008813,283500.0,Pensioner,1.0,0,Good Customer,80,APPROVE
5008813,283500.0,Pensioner,1.0,0,Good Customer,80,APPROVE
5008813,283500.0,Pensioner,1.0,0,Good Customer,80,APPROVE
5008813,283500.0,Pensioner,1.0,X,Good Customer,80,APPROVE
5008814,283500.0,Pensioner,1.0,0,Good Customer,80,APPROVE
5008814,283500.0,Pensioner,1.0,X,Good Customer,80,APPROVE
5008814,283500.0,Pensioner,1.0,X,Good Customer,80,APPROVE
5008814,283500.0,Pensioner,1.0,0,Good Customer,80,APPROVE
5008814,283500.0,Pensioner,1.0,0,Good Customer,80,APPROVE
5008814,283500.0,Pensioner,1.0,0,Good Customer,80,APPROVE
5008814,283500.0,Pensioner,1.0,0,Good Customer,80,APPROVE
5008814,283500.0,Pensioner,1.0,0,Good Customer,80,APPROVE
5008814,283500.0,Pensioner,1.0,0,Good Customer,80,APPROVE
5008814,283500.0,Pensioner,1.0,0,Good Customer,80,APPROVE
5008814,283500.0,Pensioner,1.0,0,Good Customer,80,APPROVE
5008814,283500.0,Pensioner,1.0,0,Good Customer,80,APPROVE
5008814,283500.0,Pensioner,1.0,0,Good Customer,80,APPROVE
5008814,283500.0,Pensioner,1.0,0,Good Customer,80,APPROVE
5008814,283500.0,Pensioner,1.0,0,Good Customer,80,APPROVE
5008814,283500.0,Pensioner,1.0,0,Good Customer,80,APPROVE
5008814,283500.0,Pensioner,1.0,X,Good Customer,80,APPROVE
5008815,270000.0,Working,2.0,0,Good Customer,80,APPROVE
5008815,270000.0,Working,2.0,0,Good Customer,80,APPROVE
5008815,270000.0,Working,2.0,0,Good Customer,80,APPROVE
5008815,270000.0,Working,2.0,0,Good Customer,80,APPROVE
5008815,270000.0,Working,2.0,0,Good Customer,80,APPROVE
5008815,270000.0,Working,2.0,0,Good Customer,80,APPROVE
5112956,270000.0,Working,2.0,X,Good Customer,80,APPROVE
5112956,270000.0,Working,2.0,X,Good Customer,80,APPROVE
5112956,270000.0,Working,2.0,X,Good Customer,80,APPROVE
5112956,270000.0,Working,2.0,0,Good Customer,80,APPROVE
5112956,270000.0,Working,2.0,0,Good Customer,80,APPROVE
5112956,270000.0,Working,2.0,0,Good Customer,80,APPROVE
5112956,270000.0,Working,2.0,0,Good Customer,80,APPROVE
5112956,270000.0,Working,2.0,0,Good Customer,80,APPROVE
5112956,270000.0,Working,2.0,0,Good Customer,80,APPROVE
5112956,270000.0,Working,2.0,0,Good Customer,80,APPROVE
5112956,270000.0,Working,2.0,X,Good Customer,80,APPROVE
5112956,270000.0,Working,2.0,0,Good Customer,80,APPROVE
5112956,270000.0,Working,2.0,0,Good Customer,80,APPROVE
5112956,270000.0,Working,2.0,0,Good Customer,80,APPROVE
5112956,270000.0,Working,2.0,0,Good Customer,80,APPROVE
5112956,270000.0,Working,2.0,0,Good Customer,80,APPROVE
5112956,270000.0,Working,2.0,0,Good Customer,80,APPROVE
5112956,270000.0,Working,2.0,0,Good Customer,80,APPROVE
5112956,270000.0,Working,2.0,0,Good Customer,80,APPROVE
5112956,270000.0,Working,2.0,0,Good Customer,80,APPROVE
5112956,270000.0,Working,2.0,0,Good Customer,80,APPROVE
5112956,270000.0,Working,2.0,X,Good Customer,80,APPROVE
5112956,270000.0,Working,2.0,0,Good Customer,80,APPROVE
5112956,270000.0,Working,2.0,0,Good Customer,80,APPROVE
5112956,270000.0,Working,2.0,0,Good Customer,80,APPROVE
5112956,270000.0,Working,2.0,X,Good Customer,80,APPROVE
5112956,270000.0,Working,2.0,0,Good Customer,80,APPROVE
5112956,270000.0,Working,2.0,0,Good Customer,80,APPROVE
5112956,270000.0,Working,2.0,0,Good Customer,80,APPROVE
5112956,270000.0,Working,2.0,0,Good Customer,80,APPROVE
5112956,270000.0,Working,2.0,X,Good Customer,80,APPROVE
5112956,270000.0,Working,2.0,0,Good Customer,80,APPROVE
5112956,270000.0,Working,2.0,0,Good Customer,80,APPROVE
5112956,270000.0,Working,2.0,X,Good Customer,80,APPROVE
5112956,270000.0,Working,2.0,0,Good Customer,80,APPROVE
5112956,270000.0,Working,2.0,0,Good Customer,80,APPROVE
5112956,270000.0,Working,2.0,0,Good Customer,80,APPROVE
5112956,270000.0,Working,2.0,0,Good Customer,80,APPROVE
5112956,270000.0,Working,2.0,0,Good Customer,80,APPROVE
5112956,270000.0,Working,2.0,0,Good Customer,80,APPROVE
5112956,270000.0,Working,2.0,0,Good Customer,80,APPROVE
5112956,270000.0,Working,2.0,0,Good Customer,80,APPROVE
5112956,270000.0,Working,2.0,0,Good Customer,80,APPROVE
5008819,135000.0,Commercial associate,2.0,X,Good Customer,60,APPROVE
5008819,135000.0,Commercial associate,2.0,X,Good Customer,60,APPROVE
5008819,135000.0,Commercial associate,2.0,X,Good Customer,60,APPROVE
5008819,135000.0,Commercial associate,2.0,X,Good Customer,60,APPROVE
5008819,135000.0,Commercial associate,2.0,X,Good Customer,60,APPROVE
5008819,135000.0,Commercial associate,2.0,X,Good Customer,60,APPROVE
5008819,135000.0,Commercial associate,2.0,X,Good Customer,60,APPROVE
5008819,135000.0,Commercial associate,2.0,X,Good Customer,60,APPROVE
5008820,135000.0,Commercial associate,2.0,X,Good Customer,60,APPROVE
5008820,135000.0,Commercial associate,2.0,X,Good Customer,60,APPROVE
5008820,135000.0,Commercial associate,2.0,0,Good Customer,60,APPROVE
5008820,135000.0,Commercial associate,2.0,X,Good Customer,60,APPROVE
5008820,135000.0,Commercial associate,2.0,X,Good Customer,60,APPROVE
5008820,135000.0,Commercial associate,2.0,X,Good Customer,60,APPROVE
5008820,135000.0,Commercial associate,2.0,X,Good Customer,60,APPROVE
5008820,135000.0,Commercial associate,2.0,X,Good Customer,60,APPROVE
5008820,135000.0,Commercial associate,2.0,X,Good Customer,60,APPROVE
5008821,135000.0,Commercial associate,2.0,X,Good Customer,60,APPROVE
5008821,135000.0,Commercial associate,2.0,0,Good Customer,60,APPROVE
5008821,135000.0,Commercial associate,2.0,0,Good Customer,60,APPROVE
5008821,135000.0,Commercial associate,2.0,0,Good Customer,60,APPROVE
5008821,135000.0,Commercial associate,2.0,X,Good Customer,60,APPROVE
5008821,135000.0,Commercial associate,2.0,0,Good Customer,60,APPROVE
5008821,135000.0,Commercial associate,2.0,0,Good Customer,60,APPROVE
5008821,135000.0,Commercial associate,2.0,0,Good Customer,60,APPROVE
5008821,135000.0,Commercial associate,2.0,X,Good Customer,60,APPROVE
5008822,135000.0,Commercial associate,2.0,X,Good Customer,60,APPROVE
5008822,135000.0,Commercial associate,2.0,X,Good Customer,60,APPROVE
5008822,135000.0,Commercial associate,2.0,0,Good Customer,60,APPROVE
5008822,135000.0,Commercial associate,2.0,X,Good Customer,60,APPROVE
5008822,135000.0,Commercial associate,2.0,X,Good Customer,60,APPROVE
5008822,135000.0,Commercial associate,2.0,X,Good Customer,60,APPROVE
5008822,135000.0,Commercial associate,2.0,X,Good Customer,60,APPROVE
5008822,135000.0,Commercial associate,2.0,X,Good Customer,60,APPROVE
5008822,135000.0,Commercial associate,2.0,X,Good Customer,60,APPROVE
5008823,135000.0,Commercial associate,2.0,X,Good Customer,60,APPROVE
5008823,135000.0,Commercial associate,2.0,0,Good Customer,60,APPROVE
5008823,135000.0,Commercial associate,2.0,0,Good Customer,60,APPROVE
5008823,135000.0,Commercial associate,2.0,0,Good Customer,60,APPROVE
5008823,135000.0,Commercial associate,2.0,0,Good Customer,60,APPROVE
5008824,135000.0,Commercial associate,2.0,0,Good Customer,60,APPROVE
5008824,135000.0,Commercial associate,2.0,0,Good Customer,60,APPROVE
5008824,135000.0,Commercial associate,2.0,0,Good Customer,60,APPROVE
5008824,135000.0,Commercial associate,2.0,0,Good Customer,60,APPROVE
5008825,130500.0,Working,2.0,0,Good Customer,60,APPROVE
5008825,130500.0,Working,2.0,0,Good Customer,60,APPROVE
5008825,130500.0,Working,2.0,0,Good Customer,60,APPROVE
5008825,130500.0,Working,2.0,0,Good Customer,60,APPROVE
5008825,130500.0,Working,2.0,0,Good Customer,60,APPROVE
5008825,130500.0,Working,2.0,0,Good Customer,60,APPROVE
5008825,130500.0,Working,2.0,0,Good Customer,60,APPROVE
5008825,130500.0,Working,2.0,0,Good Customer,60,APPROVE
5008825,130500.0,Working,2.0,0,Good Customer,60,APPROVE
5008825,130500.0,Working,2.0,0,Good Customer,60,APPROVE
5008825,130500.0,Working,2.0,0,Good Customer,60,APPROVE
5008825,130500.0,Working,2.0,0,Good Customer,60,APPROVE
5008825,130500.0,Working,2.0,0,Good Customer,60,APPROVE
5008825,130500.0,Working,2.0,0,Good Customer,60,APPROVE
5008825,130500.0,Working,2.0,0,Good Customer,60,APPROVE
5008825,130500.0,Working,2.0,0,Good Customer,60,APPROVE
5008825,130500.0,Working,2.0,0,Good Customer,60,APPROVE
5008825,130500.0,Working,2.0,0,Good Customer,60,APPROVE
5008825,130500.0,Working,2.0,0,Good Customer,60,APPROVE
5008825,130500.0,Working,2.0,0,Good Customer,60,APPROVE
5008825,130500.0,Working,2.0,1,Bad Customer,20,REJECT
5008825,130500.0,Working,2.0,0,Good Customer,60,APPROVE
5008825,130500.0,Working,2.0,0,Good Customer,60,APPROVE
5008825,130500.0,Working,2.0,0,Good Customer,60,APPROVE
5008825,130500.0,Working,2.0,0,Good Customer,60,APPROVE
5008825,130500.0,Working,2.0,0,Good Customer,60,APPROVE
5008826,130500.0,Working,2.0,C,Good Customer,60,APPROVE
5008826,130500.0,Working,2.0,C,Good Customer,60,APPROVE
5008826,130500.0,Working,2.0,C,Good Customer,60,APPROVE
5008826,130500.0,Working,2.0,C,Good Customer,60,APPROVE
5008826,130500.0,Working,2.0,C,Good Customer,60,APPROVE
5008826,130500.0,Working,2.0,C,Good Customer,60,APPROVE
5008826,130500.0,Working,2.0,C,Good Customer,60,APPROVE
5008826,130500.0,Working,2.0,C,Good Customer,60,APPROVE
5008826,130500.0,Working,2.0,C,Good Customer,60,APPROVE
5008826,130500.0,Working,2.0,C,Good Customer,60,APPROVE
5008826,130500.0,Working,2.0,C,Good Customer,60,APPROVE
5008826,130500.0,Working,2.0,C,Good Customer,60,APPROVE
5008826,130500.0,Working,2.0,C,Good Customer,60,APPROVE
5008826,130500.0,Working,2.0,C,Good Customer,60,APPROVE
5008826,130500.0,Working,2.0,C,Good Customer,60,APPROVE
5008826,130500.0,Working,2.0,C,Good Customer,60,APPROVE
5008826,130500.0,Working,2.0,C,Good Customer,60,APPROVE
5008826,130500.0,Working,2.0,C,Good Customer,60,APPROVE
5008826,130500.0,Working,2.0,1,Bad Customer,20,REJECT
5008826,130500.0,Working,2.0,1,Bad Customer,20,REJECT
5008826,130500.0,Working,2.0,0,Good Customer,60,APPROVE
5008826,130500.0,Working,2.0,0,Good Customer,60,APPROVE
5008826,130500.0,Working,2.0,1,Bad Customer,20,REJECT
5008826,130500.0,Working,2.0,1,Bad Customer,20,REJECT
5008826,130500.0,Working,2.0,1,Bad Customer,20,REJECT
5008826,130500.0,Working,2.0,0,Good Customer,60,APPROVE
5008826,130500.0,Working,2.0,1,Bad Customer,20,REJECT
5008826,130500.0,Working,2.0,1,Bad Customer,20,REJECT
5008826,130500.0,Working,2.0,0,Good Customer,60,APPROVE
5008826,130500.0,Working,2.0,0,Good Customer,60,APPROVE
5008830,157500.0,Working,2.0,C,Good Customer,60,APPROVE
5008830,157500.0,Working,2.0,C,Good Customer,60,APPROVE
5008830,157500.0,Working,2.0,C,Good Customer,60,APPROVE
5008830,157500.0,Working,2.0,C,Good Customer,60,APPROVE
5008830,157500.0,Working,2.0,C,Good Customer,60,APPROVE
5008830,157500.0,Working,2.0,C,Good Customer,60,APPROVE
5008830,157500.0,Working,2.0,C,Good Customer,60,APPROVE
5008830,157500.0,Working,2.0,C,Good Customer,60,APPROVE
5008830,157500.0,Working,2.0,C,Good Customer,60,APPROVE
5008830,157500.0,Working,2.0,C,Good Customer,60,APPROVE
5008830,157500.0,Working,2.0,C,Good Customer,60,APPROVE
5008830,157500.0,Working,2.0,C,Good Customer,60,APPROVE
5008830,157500.0,Working,2.0,C,Good Customer,60,APPROVE
5008830,157500.0,Working,2.0,C,Good Customer,60,APPROVE
5008830,157500.0,Working,2.0,C,Good Customer,60,APPROVE
5008830,157500.0,Working,2.0,C,Good Customer,60,APPROVE
5008830,157500.0,Working,2.0,0,Good Customer,60,APPROVE
5008830,157500.0,Working,2.0,1,Bad Customer,20,REJECT
5008830,157500.0,Working,2.0,0,Good Customer,60,APPROVE
5008830,157500.0,Working,2.0,0,Good Customer,60,APPROVE
5008830,157500.0,Working,2.0,1,Bad Customer,20,REJECT
5008830,157500.0,Working,2.0,0,Good Customer,60,APPROVE
5008830,157500.0,Working,2.0,0,Good Customer,60,APPROVE
5008830,157500.0,Working,2.0,0,Good Customer,60,APPROVE
5008830,157500.0,Working,2.0,0,Good Customer,60,APPROVE
5008830,157500.0,Working,2.0,0,Good Customer,60,APPROVE
5008830,157500.0,Working,2.0,0,Good Customer,60,APPROVE
5008830,157500.0,Working,2.0,0,Good Customer,60,APPROVE
5008830,157500.0,Working,2.0,0,Good Customer,60,APPROVE
5008830,157500.0,Working,2.0,0,Good Customer,60,APPROVE
5008830,157500.0,Working,2.0,0,Good Customer,60,APPROVE
5008830,157500.0,Working,2.0,X,Good Customer,60,APPROVE
5008831,157500.0,Working,2.0,C,Good Customer,60,APPROVE
5008831,157500.0,Working,2.0,C,Good Customer,60,APPROVE
5008831,157500.0,Working,2.0,C,Good Customer,60,APPROVE
5008831,157500.0,Working,2.0,C,Good Customer,60,APPROVE
5008831,157500.0,Working,2.0,0,Good Customer,60,APPROVE
5008831,157500.0,Working,2.0,1,Bad Customer,20,REJECT
5008831,157500.0,Working,2.0,0,Good Customer,60,APPROVE
5008831,157500.0,Working,2.0,0,Good Customer,60,APPROVE
5008831,157500.0,Working,2.0,1,Bad Customer,20,REJECT
5008831,157500.0,Working,2.0,0,Good Customer,60,APPROVE
5008831,157500.0,Working,2.0,0,Good Customer,60,APPROVE
5008831,157500.0,Working,2.0,0,Good Customer,60,APPROVE
5008831,157500.0,Working,2.0,0,Good Customer,60,APPROVE
5008831,157500.0,Working,2.0,0,Good Customer,60,APPROVE
5008831,157500.0,Working,2.0,0,Good Customer,60,APPROVE
5008831,157500.0,Working,2.0,0,Good Customer,60,APPROVE
5008831,157500.0,Working,2.0,0,Good Customer,60,APPROVE
5008831,157500.0,Working,2.0,0,Good Customer,60,APPROVE
5008831,157500.0,Working,2.0,0,Good Customer,60,APPROVE
5008831,157500.0,Working,2.0,X,Good Customer,60,APPROVE
5008832,157500.0,Working,2.0,C,Good Customer,60,APPROVE
5008832,157500.0,Working,2.0,C,Good Customer,60,APPROVE
5008832,157500.0,Working,2.0,C,Good Customer,60,APPROVE
5008832,157500.0,Working,2.0,C,Good Customer,60,APPROVE
5008832,157500.0,Working,2.0,C,Good Customer,60,APPROVE
5008832,157500.0,Working,2.0,C,Good Customer,60,APPROVE
5008832,157500.0,Working,2.0,C,Good Customer,60,APPROVE
5008832,157500.0,Working,2.0,C,Good Customer,60,APPROVE
5008832,157500.0,Working,2.0,C,Good Customer,60,APPROVE
5008832,157500.0,Working,2.0,C,Good Customer,60,APPROVE
5008832,157500.0,Working,2.0,C,Good Customer,60,APPROVE
5008832,157500.0,Working,2.0,C,Good Customer,60,APPROVE
5008832,157500.0,Working,2.0,C,Good Customer,60,APPROVE
5008832,157500.0,Working,2.0,C,Good Customer,60,APPROVE
5008832,157500.0,Working,2.0,C,Good Customer,60,APPROVE
5008832,157500.0,Working,2.0,C,Good Customer,60,APPROVE
5008832,157500.0,Working,2.0,C,Good Customer,60,APPROVE
5008832,157500.0,Working,2.0,C,Good Customer,60,APPROVE
5008832,157500.0,Working,2.0,C,Good Customer,60,APPROVE
5008832,157500.0,Working,2.0,0,Good Customer,60,APPROVE
5008832,157500.0,Working,2.0,1,Bad Customer,20,REJECT
5008832,157500.0,Working,2.0,0,Good Customer,60,APPROVE
5008832,157500.0,Working,2.0,0,Good Customer,60,APPROVE
5008832,157500.0,Working,2.0,1,Bad Customer,20,REJECT
